en,ml,pr,WER,CER,BLEU
‘30 ati vellam uyrnnal cheruthoni dam thurkkunnthinekkuricchu theerumanikkum’,‘30 അടി വെള്ളം ഉയർന്നാൽ ചെറുതോണി ഡാം തുറക്കുന്നതിനെക്കുറിച്ച് തീരുമാനിക്കും’,‘30 അടി വെള്ളം ഉയയനനനൽൽ ചെറുതോണി ഡംം തുർക്കുന്ന്തനനെക്കുറിചചചച തീരുമണനിക്കും’,50.0,13.157894736842104,14.772199911861211
Katthirunna aappinu otuvil‍ perayi; ini katthirippu daun‍lodinayi,കാത്തിരുന്ന ആപ്പിന് ഒടുവില്‍ പേരായി; ഇനി കാത്തിരിപ്പ് ഡൗണ്‍ലോഡിനായി,കത്തിിുന്ന ആപ്പിന് ഒട്വിൽ‍ പേരായി; ഇനി കത്തിരിപ്പ് ഡൌൺ‍ലോഡിനായി,57.14285714285714,13.432835820895523,7.7305517569394535
Thozhil nshtmaythil mnmnontha yuvavu mkkle konnu jeevanotukki,തൊഴിൽ നഷ്ടമായതിൽ മനംനൊന്ത യുവാവ് മക്കളെ കൊന്ന് ജീവനൊടുക്കി,തൊഴിൽ ൻൻ്്റ്മയ്തിൽി മംനനനനന്ത യുവാവ് മക്കകൾ കൊന്നു ജീവനോടുക്കി,71.42857142857143,25.862068965517242,3.9281465090051313
Lndnil ninnulla vimanm kocchiyiletthi; narukku veenittum plr‍kkum yathra mutangi,ലണ്ടനിൽ നിന്നുള്ള വിമാനം കൊച്ചിയിലെത്തി; നറുക്കു വീണിട്ടും പലര്‍ക്കും യാത്ര മുടങ്ങി,ൽന്ഡ്നിൽ നിന്നുള്ള വിമാം കൊച്ചിയിലെത്തി; നരുക്ക് വീണിട്ടും പിഎർർ‍ക്കും യാത്ര മുട്ട്ങി,55.55555555555556,15.66265060240964,3.391326091030751
Aanjaticchu umpun kryiletthi; manikkooril 100 ki.Mee vegam; bmgalil 3 mrnm,ആഞ്ഞടിച്ച് ഉംപുൻ കരയിലെത്തി; മണിക്കൂറിൽ 100 കി.മീ വേഗം; ബംഗാളിൽ 3 മരണം,ആഞ്ഞടിച്ചു ഉമപപുു ക്രിയിലെത്തി; മണിക്കൂറിൽ 100 കി.മീ വേഗം; ബിംംങിൽൽ 3 മെംം,50.0,18.571428571428573,27.776190340117914
"Mrna nirakku kuravu; pakshe 12,000 ktnnu thmizhkm","മരണ നിരക്ക് കുറവ്; പക്ഷേ 12,000 കടന്ന് തമിഴകം","മൃണ നിരക്ക് കുറവു; പക്ഷേ 12,000 ക്ട്ന്ന് ത്മിഴ്ക്",57.14285714285714,15.555555555555555,7.7305517569394535
Thettaya vivrngl nalki; priynkyute sekrttrikkethire eph‌aiar,തെറ്റായ വിവരങ്ങൾ നൽകി; പ്രിയങ്കയുടെ സെക്രട്ടറിക്കെതിരെ എഫ്‌ഐആർ,തെറ്റായ വിവർങങ്് നൽകകി; പ്രിയ്ങ്കുയൂടെ സെക്ടടട്ര്കെതിരെ എഫ്‌ഐയർ,83.33333333333334,22.58064516129032,4.08248290463863
"Thutkktthil oral mathrm, pinneetu niranju; keesartisiye ettetutthu keacchikkar","തുടക്കത്തിൽ ഒരാൾ മാത്രം, പിന്നീട് നിറഞ്ഞു; കെഎസ്ആർടിസിയെ ഏറ്റെടുത്ത് കൊച്ചിക്കാർ","തുട്ക്ക്ത്തിൽ ഓരാൾ മത്രംം, പിന്നീട് നിറഞ്ഞു; കീസാർ്്സിയയ ഏറ്റെടുത്ത് കേച്ചിക്കാർ",62.5,17.28395061728395,6.500593260343692
Mkkle thirike nl‍kiya veettmma bhr‍tthavinte suhrutthinoppam poyi; karum svnthmakki,മക്കളെ തിരികെ നല്‍കിയ വീട്ടമ്മ ഭര്‍ത്താവിന്റെ സുഹൃത്തിനൊപ്പം പോയി; കാറും സ്വന്തമാക്കി,മക്കകൾ തിരികെ എെഎ‍കിയ വീട്ട്മ്മ ഭിർ‍ത്താിന്റെ സുഹൃത്തിനൊപ്പം പോയി; കരും സ്വ്നത്മാ്കകി,66.66666666666666,18.823529411764707,5.61222232430573
Yupiyil‍ gramtthilekku pokan‍ basu katthuninna 6 vysukari trakkiticchu maricchu,യുപിയില്‍ ഗ്രാമത്തിലേക്കു പോകാന്‍ ബസ് കാത്തുനിന്ന 6 വയസുകാരി ട്രക്കിടിച്ചു മരിച്ചു,യുപിയിൽ‍ ഗ്രാം്്തിലേക്ക് പോകൻൻ‍ ബസസ കത്തതനിനനന 6 വൈസുകാരര ട്രക്കിറ്റിച് മരിച്ചു,77.77777777777779,23.170731707317074,2.8517539529041507
Rndamthum kovi‍du positteevayal rogam pkrilla: dkshina koriyan gveshkr,രണ്ടാമതും കോവി‍ഡ് പോസിറ്റീവായാൽ രോഗം പകരില്ല: ദക്ഷിണ കൊറിയൻ ഗവേഷകർ,ർണഡഡംതും കോവി‍ഡ് പോസിറ്റീവയൽ രോഗം പ്ക്രില്ല: ദ്ക്ഷിന കൊറിയൻ ഗ്വേഷ്ക്,62.5,21.21212121212121,3.655552228545124
Erumeliyil‍ hom kvarnteenil kzhinjirunna vyodhika maricchu,എരുമേലിയില്‍ ഹോം ക്വാറന്റീനിൽ കഴിഞ്ഞിരുന്ന വയോധിക മരിച്ചു,ഏരുമേലിയിൽ‍ ഹോം ക്വർന്ീീനിൽ കേഴിഞ്ഞിരുന്ന വ്യോധിക മരിച്ചു,66.66666666666666,14.035087719298245,4.854917717073234
"Es‌eselsi, plasu tu preekshkl nttthunnthinu kendra srkkar anumathi","എസ്‌എസ്എൽസി, പ്ലസ് ടു പരീക്ഷകൾ നടത്തുന്നതിന് കേന്ദ്ര സർക്കാർ അനുമതി","എസ്‌എസെൽസി, പ്ലാസു ട് പ്രീക്ഷ്ക് ന്റ്ത്തന്്്തിന് കേന്ദ്ര സ്കകകകർ അനുമതി",75.0,25.37313432835821,3.303164318013808
Kovidu badhicchu kannoor svadeshi kuvytthil maricchu,കോവിഡ് ബാധിച്ച് കണ്ണൂർ സ്വദേശി കുവൈത്തിൽ മരിച്ചു,കോവിട് ബാിിചചചു കണ്ണൂർ സ്വദേശി കുവിത്തിൽ മരിച്ചു,50.0,10.416666666666668,9.554427922043669
Mukhymnthikku vivekam udikknmenkil 24 manikkoor vendivarum: chennitthla,മുഖ്യമന്ത്രിക്ക് വിവേകം ഉദിക്കണമെങ്കിൽ 24 മണിക്കൂർ വേണ്ടിവരും: ചെന്നിത്തല,മുഖിംം്്ഇക്കു വിവേകം ഉടിക്ക്ന്മെങ്കിൽ 24 മണിക്കൂർ വേണ്ടിവരും: ചെന്നിത്ത്ല,42.857142857142854,17.80821917808219,17.56720523942792
"Eseselsi, plasu tu preeksha meyu 26 muthal thanne; aashanka vendennu mukhymnthi","എസ്എസ്എൽസി, പ്ലസ് ടു പരീക്ഷ മേയ് 26 മുതൽ തന്നെ; ആശങ്ക വേണ്ടെന്നു മുഖ്യമന്ത്രി","എസസസൽസസ, പ്ലാസു ട് പ്രീക്ഷ മേയു 26 മുതൽ തന്നെ; ആശങ്ക വേണ്ടെന്ന് മുഖിംം്്ഐ",63.63636363636363,23.376623376623375,23.462350320528
Anchu divsm kerltthil itiminnlotukootiya mzhykkum kattinum sadhytha,അഞ്ചു ദിവസം കേരളത്തിൽ ഇടിമിന്നലോടുകൂടിയ മഴയ്ക്കും കാറ്റിനും സാധ്യത,അഞ്ചു ഡിവ്സം കേർൽതതിൽൽ ഇട്മിൻൻൻലടടടടകടടടി എഴഴയകകകം കാ്്ടനനം സാ്്്,85.71428571428571,42.42424242424242,3.303164318013806
Kotykknalil‍ knchavu thottam; pealeesu etthi nashippicchu; anveshanam,കൊടൈക്കനാലില്‍ കഞ്ചാവ് തോട്ടം; പൊലീസ് എത്തി നശിപ്പിച്ചു; അന്വേഷണം,കോട്ട്ക്ക്നലിൽ‍ കിഞ്ചവ് തോട്ടം; പീലീസ് എത്തി നശിപ്പിച്ചു; അന്വേഷണം,42.857142857142854,18.181818181818183,17.56720523942792
‘umpun‍ bmgalil knttha nashm vithaykkum; randu divsm kerltthilum mzhyundakum’,‘ഉംപുന്‍ ബംഗാളിൽ കനത്ത നാശം വിതയ്ക്കും; രണ്ടു ദിവസം കേരളത്തിലും മഴയുണ്ടാകും’,‘ഉമപപുു‍ ബിംംങിൽൽ ക്ന്തത നാഷം വിതയ്ക്കും; രണ്ടു ഡിവ്സം കേർൽതതിിുും എഴഴ്യു്ടാകും’,77.77777777777779,31.57894736842105,5.071215336946558
Aabhyanthara vimansrveesu thinklazhcha muthal; surkshaa krmeekrnngl urppakkum,ആഭ്യന്തര വിമാനസർവീസ് തിങ്കളാഴ്ച മുതൽ; സുരക്ഷാ ക്രമീകരണങ്ങൾ ഉറപ്പാക്കും,ആഭ്യന്തര വിമാസ്വവവീസ് തിങ്ക്ാഴ്ച മുതൽ; സുർക്ഷാ ക്മമകകകങങ്ങ് ഉർപ്പക്കകംം,71.42857142857143,21.428571428571427,3.9281465090051313
Innu kootuthal kesukal palkkattu; ptthnmthittyil garbhinikkum rogam,ഇന്നു കൂടുതൽ കേസുകൾ പാലക്കാട്ട്; പത്തനംതിട്ടയിൽ ഗർഭിണിക്കും രോഗം,ഇന്ന് കൂടുത്തൽ കേസുകൾ പാൽകകകാ്ട്; പ്ത്ത്ൻ്ംംതടറ്ിയയി ഗർഭിണിക്കും രോഗം,57.14285714285714,25.0,7.7305517569394535
Trealingu nirodhnm joon‍ 9 muthal‍; kn‍treal‍ roomukal‍ aarambhicchu,ട്രോളിങ് നിരോധനം ജൂണ്‍ 9 മുതല്‍; കണ്‍ട്രോള്‍ റൂമുകള്‍ ആരംഭിച്ചു,ട്രീലിങ്ങു നിരോദ്ംംം ജൂൺ‍ 9 മുതൽ‍; കെഎ്‍ട്രീൽ‍ റൂമുകൾ‍ ആരംഭിച്ചു,75.0,32.30769230769231,3.303164318013808
Kocchiyil ottodryvar 2 perkku nere petrol bombu erinja shesham theekolutthi maricchu,കൊച്ചിയിൽ ഓട്ടോഡ്രൈവർ 2 പേർക്കു നേരേ പെട്രോൾ ബോംബ് എറിഞ്ഞ ശേഷം തീകൊളുത്തി മരിച്ചു,കൊച്ചിയിൽ ഓട്ടോഡ്ര്വർ 2 പേർക്കു നേരെ പെട്രോൾ ബോംബു എറിഞ്ഞ ശേഷം തീകൊളുത്തി മരിച്ചു,27.27272727272727,3.7037037037037033,29.98221389342337
‘arogyvkuppil‍ thal‍kkalika niymnm; mthsytthozhilalikl‍kku 5 koti’,‘ആരോഗ്യവകുപ്പില്‍ താല്‍ക്കാലിക നിയമനം; മത്സ്യത്തൊഴിലാളികള്‍ക്ക് 5 കോടി’,‘അരോഗിയവവുപ്പിൽൽ‍ താൽ‍ക്കലിക നിയ്നംം; മതസസസ്ത്തഴഴിലലിക്്്‍ക്കു 5 കോട്ടി’,83.33333333333334,29.577464788732392,4.08248290463863
Mzhkkaltthe neritan aak‌shan plan; kyampukl‍ thutngan 101 margnirdeshngl,മഴക്കാലത്തെ നേരിടാൻ ആക്‌ഷൻ പ്ലാൻ; ക്യാംപുകള്‍ തുടങ്ങാൻ 101 മാർഗനിർദേശങ്ങൾ,എഴഴകകകൽത്തെ നെരിത് ആക്‌ഷാ പ്ലാൻ; ക്യാ്പു്്്‍ തുട്റ്ൻൻൻ 101 മാർ്നിർർദേ്്്്്,75.0,31.506849315068493,3.303164318013808
"Kroormaya thmasha, thrmthana rashtreeytthinte aavashyamenthu?: priynky‌kkethire adithi sing","ക്രൂരമായ തമാശ, തരംതാണ രാഷ്ട്രീയത്തിന്റെ ആവശ്യമെന്ത്?: പ്രിയങ്കയ്‌ക്കെതിരെ അദിതി സിങ്","ക്രൂർമായ ത്മശ, തൃംന രാഷ്ട്രീയ്തതിിന്റെ ആവശ്യമെന്ത്?: പ്രിയ്ങികി‌ക്കെതിരെ അടിത്തി സിങ്",75.0,20.238095238095237,3.303164318013808
Bhr‍tthavinu pampu pititthkkarumayi bndhm; uthrayute mrntthil duroohtha,ഭര്‍ത്താവിന് പാമ്പ് പിടിത്തക്കാരുമായി ബന്ധം; ഉത്രയുടെ മരണത്തിൽ ദുരൂഹത,ഭിർ‍ത്താിന് പമ്പ് പിടിത്ത്ക്ക്ുമമായി ബ്ന്ദ്; ഉത്രയുടെ മൃന്തതതിൽ ദുരൂഹ്ത,85.71428571428571,23.18840579710145,3.303164318013806
Markm inthn vyras: kovidilum vivadtthinu vazhivetti neppal,മാരകം ഇന്ത്യൻ വൈറസ്: കോവിഡിലും വിവാദത്തിന് വഴിവെട്ടി നേപ്പാൾ,മാർക് ഇന്ത്എൻ വിറാ്്: കോവിടിലും വിവദ്ത്തിനു വഴിവെട്ടി നേപ്പാ,85.71428571428571,20.0,3.303164318013806
Bavko aapu srkkarinu aappaakunnu; ennu varumennu aarkkumariyilla,ബവ്കോ ആപ് സർക്കാരിന് ആപ്പാകുന്നു; എന്നു വരുമെന്ന് ആർക്കുമറിയില്ല,ബാവകകക ആപു സ്കകകകറിന് ആപ്പാകുന്നു; എന്ന് വരുമെന്ന് ആർക്കുമറിയില്ല,57.14285714285714,14.0625,7.7305517569394535
Aadyaghattatthil kerltthil ninnu 5 treyinukal; bukkingu vyazhazhcha thutangum,ആദ്യഘട്ടത്തിൽ കേരളത്തിൽ നിന്ന് 5 ട്രെയിനുകൾ; ബുക്കിങ് വ്യാഴാഴ്ച തുടങ്ങും,ആദ്യഘട്ടത്തിൽ കേർൽതതിൽൽ നിന്ന് 5 ട്രെയിനുകൾ; ബുക്കിങ്ങ് വ്യഴഴഴഴചച തുട്്ങും,50.0,13.88888888888889,14.772199911861211
‘kealkkttha vimantthavlm mungi; umpun desheeya durnthmayi prkhyapikknm’,‘കൊൽക്കത്ത വിമാനത്താവളം മുങ്ങി; ഉംപുൻ ദേശീയ ദുരന്തമായി പ്രഖ്യാപിക്കണം’,‘കേൽക്ക്ത്ത വിമന്തതതവവല മുങ്ങി; ഉമപപുു ദേശീയ ദുർന്ത്മായി പൃഖഖയപിക്കകനനം’,71.42857142857143,29.577464788732392,3.9281465090051313
12 manikkoor ottayiruppil pabji; vidyar‍thikku darunanthm,12 മണിക്കൂർ ഒറ്റയിരുപ്പിൽ പബ്ജി; വിദ്യാര്‍ഥിക്ക് ദാരുണാന്ത്യം,12 മണിക്കൂർ ഒറ്റയിരുപ്പിൽ പബ്ജി; വിദ്യർ‍തിക്കു ദരുനന്്്്എം,33.33333333333333,19.672131147540984,50.813274815461476
Kovidu sthireekriccha mlyali nazhsu riyadil maricchu,കോവിഡ് സ്ഥിരീകരിച്ച മലയാളി നഴ്സ് റിയാദിൽ മരിച്ചു,കോവിട് സ്ഥിരീക്രിച് മമലയലലി നഴ്സു റിയാഡിൽ മരിച്ചു,83.33333333333334,16.666666666666664,4.08248290463863
"Puthuvrvil‍ vyrasinu mattm? Vythysthm, kootuthal‍ apakatakaari: chynayil‍ aashanka","പുതുവരവില്‍ വൈറസിനു മാറ്റം? വ്യത്യസ്തം, കൂടുതല്‍ അപകടകാരി: ചൈനയില്‍ ആശങ്ക","പുതുവ്വവൽ‍ വൈറസിന് മറ്്റംം? വൈതൈസ്ത്, കൂടുത്തൽ‍ അപകടകാരി: ചൈയയിൽ‍ ആശങ്ക",75.0,26.027397260273972,3.303164318013808
Kerlm vijyicchppol uddhavu srkkar prajyppettu: mharashtra bijepi,കേരളം വിജയിച്ചപ്പോൾ ഉദ്ധവ് സർക്കാർ പരാജയപ്പെട്ടു: മഹാരാഷ്ട്ര ബിജെപി,കെർൾ വിജ്യിച്ചപപപോൾ ഉദ്ധവവ് സ്കകകകർ പ്രജജ്്പപടടട്: ഹാരഷ്ട്് ബിജെപി,85.71428571428571,29.850746268656714,3.303164318013806
Thinklazhcha muthal‍ ningal‍ prkkunnthu ingane: aarogya sethu nir‍bndhm,തിങ്കളാഴ്ച മുതല്‍ നിങ്ങള്‍ പറക്കുന്നത് ഇങ്ങനെ: ആരോഗ്യ സേതു നിര്‍ബന്ധം,തിങ്ക്ാഴ്ച മുതൽ‍ നിങ്ങൾ‍ പ്രകകകു്നനത് ഇങ്ങനെ: ആരോഗ്യ സേത് നിർ‍ബ്ന്ദ്,75.0,23.18840579710145,5.873949094699214
Kootuthal‍ svkarybsukl‍ niratthil‍; kozhikkotu bsukl‍ aticchuthakar‍tthu,കൂടുതല്‍ സ്വകാര്യബസുകള്‍ നിരത്തില്‍; കോഴിക്കോട് ബസുകള്‍ അടിച്ചുതകര്‍ത്തു,കൂടുത്തൽ‍ സ്വ്കരബബ്സുു്്‍ നിരത്തിൽ‍; കോഴിക്കോട്ട് ബിസ്യകക‍ അട്ച്ചചുതകക‍ത്തു,100.0,31.944444444444443,0
Aalkkuravum chelavu kootuthalum; otitthutngiya aadyadinam keesar‍tisikku nshtkkcchvtm,ആൾക്കുറവും ചെലവ് കൂടുതലും; ഓടിത്തുടങ്ങിയ ആദ്യദിനം കെഎസ്ആര്‍ടിസിക്ക് നഷ്ടക്കച്ചവടം,ആൾക്കുറവും ചെലവ് കൂടുത്തതും; ഒത്തിത്തുറ്ങിയ ആദ്യദിനം കീസർ‍ടിസിക്കു ൻ്ട്റ്ക്ക്ച്്വ്്്,57.14285714285714,32.098765432098766,7.7305517569394535
Prthyeka treyinukalil esi kocchum; onlyn tikkattu bukkingu aarambhicchu,പ്രത്യേക ട്രെയിനുകളിൽ എസി കോച്ചും; ഓൺലൈൻ ടിക്കറ്റ് ബുക്കിങ് ആരംഭിച്ചു,പൃതത്യേക ട്രെയിനുകളിൽ എസി കോച്ചും; ഓൺലി ടിക്കാ്റു ബുക്കിങ്ങ് ആരംഭിച്ചു,50.0,11.594202898550725,14.772199911861211
Kovidu vivra vishklntthil ninnu sprinklare ozhivakki; detta nashippikkum,കോവിഡ് വിവര വിശകലനത്തിൽ നിന്ന് സ്പ്രിൻക്ലറെ ഒഴിവാക്കി; ഡേറ്റ നശിപ്പിക്കും,കോവിട് വിവ്ര വിഷ്ക്ന്ത്തിതിൽ നിന്ന് സ്പ്രിങ്കലററ ഒഴിവാക്കി; ഡേറ്റ നശിപ്പിക്കും,50.0,16.43835616438356,14.772199911861211
Chynayutethu ‘shlyppetutthunna perumattm’: athir‍tthi vishytthil‍ inthkkoppam yues,ചൈനയുടേത് ‘ശല്യപ്പെടുത്തുന്ന പെരുമാറ്റം’: അതിര്‍ത്തി വിഷയത്തില്‍ ഇന്ത്യക്കൊപ്പം യുഎസ്,ചൈയയുടേത് ‘ഷ്ലിപ്പെടുടുത്തുന്ന പെരുമാ്്റംം’: അതിർ‍ത്തി വിഷ്ത്തിൽ‍ ഇന്ത്ക്കൊപ്പം യൂയ്്,100.0,21.176470588235293,0
Bemglooru–thiruvnnthpurm speshan treyin 23nu; tikkattu nirakku 1000 roopa,ബെംഗളൂരു–തിരുവനന്തപുരം സ്പെഷൻ ട്രെയിൻ 23ന്; ടിക്കറ്റ് നിരക്ക് 1000 രൂപ,ബെംഗ്ലൂര–തിരുവുന്ന്പുർു സ്പേഷൻ ട്രെയിൻ 23ന്; ടിക്കാ്റു നിരക്ക് 1000 രൂപ,37.5,15.714285714285714,17.286039232097053
Kottytthu randu vysukarn‍ kovidu mukthnayi; 3 per‍kku kooti rogam,കോട്ടയത്ത് രണ്ടു വയസുകാരന്‍ കോവിഡ് മുക്തനായി; 3 പേര്‍ക്കു കൂടി രോഗം,കോട്ട്ത്ത്ത രണ്ടു വൈസുകാർ‍ കോവിട് മുക്ത്നയയി; 3 പേർ‍ക്കു കൂടിട രോഗം,66.66666666666666,17.91044776119403,3.155984539112946
Aakaashakkolla thtyan‍ kendram; 3 mastthe vimannirkku sr‍kkar‍ nishchayicchu,ആകാശക്കൊള്ള തടയാന്‍ കേന്ദ്രം; 3 മാസത്തെ വിമാനനിരക്ക് സര്‍ക്കാര്‍ നിശ്ചയിച്ചു,ആകാശക്കൊള്ള ത്ട്യൻ‍ കേന്ദ്രം; 3 മസ്ത്തെ വിമന്നിർക്ക് സ്ആർ‍ക്കർ‍ നിശ്ചയിച്ചു,50.0,21.052631578947366,6.985342056580097
"Ernakulm jillayil 13,000 kitkkkl thyar; ithuvare 2717 sampilukl parishodhicchu","എറണാകുളം ജില്ലയിൽ 13,000 കിടക്കകൾ തയാർ; ഇതുവരെ 2717 സാംപിളുകൾ പരിശോധിച്ചു","എർണകകകു ജില്ലയിൽ 13,000 കിട്ട്ക്ക്ക് ത്യർ; ഇതുവരെ 2717 സംപിിലക്് പരിശോധിച്ചു",44.44444444444444,23.28767123287671,7.583235673413396
Preeksha: oru muriyil 20 vidyarthikl; margnirdeshnglumayi vidyabhyasa vakuppu,പരീക്ഷ: ഒരു മുറിയിൽ 20 വിദ്യാർഥികൾ; മാർഗനിർദേശങ്ങളുമായി വിദ്യാഭ്യാസ വകുപ്പ്,പ്രീക്ഷ: ഒരു മുറിയിൽ 20 വിദ്യാത്തിി്്; മർർ്നിർർേേശംഗ്്ുമായ വിദ്യാഭ്യാസ വകുപ്പ്,37.5,21.333333333333336,17.286039232097053
Mishiganil dam thkrnnu; vellppacchilinte bheekra drushyngl pkrtthi pylattu,മിഷിഗനിൽ ഡാം തകർന്നു; വെള്ളപ്പാച്ചിലിന്റെ ഭീകര ദൃശ്യങ്ങൾ പകർത്തി പൈലറ്റ്,മിഷിഗനിൽ ഡംം ത്കനനനനു; വെള്പപപ്്ചലലിന്റെ ഭീക്ര ദ്രിം്ങ്ൽ പ്കെത്തി പൈലാ്ടു,87.5,30.555555555555557,2.777619034011792
Neethirhithmaya ‘karttographik’ vadm: inth–neppal thrkktthinte thutkkm ingane,നീതിരഹിതമായ ‘കാർട്ടോഗ്രാഫിക്’ വാദം: ഇന്ത്യ–നേപ്പാൾ തർക്കത്തിന്റെ തുടക്കം ഇങ്ങനെ,നീതിരിതതമമയ ‘കാട്ടോഗ്രഫിക്’ വാഡ: ഇന്ത്–നേപ്പാ തൃക്ക്തിന്നെ തുട്ക്ക് ഇങ്ങനെ,85.71428571428571,17.72151898734177,3.303164318013806
Vande bharth: galphil ninnu kerltthilekku srveesumayi indigo,വന്ദേ ഭാരത്: ഗൾഫിൽ നിന്നു കേരളത്തിലേക്ക് സർവീസുമായി ഇൻഡിഗോ,വണ്ടെ ഭാത്ത്: ഗാൽിൽ നിന്ന് കേർൽതതിിേേക്ക് സ്വീീസുമായി ഇൻഡിോഗ,100.0,29.310344827586203,0
Preekshykkayi kandeymentu sonil‍ prthyeksaukrym; mar‍gnir‍deshngl ingane,പരീക്ഷയ്ക്കായി കണ്ടെയ്മെന്റ് സോണില്‍ പ്രത്യേകസൗകര്യം; മാര്‍ഗനിര്‍ദേശങ്ങൾ ഇങ്ങനെ,പ്രീക്ഷ്യ്്കായി കണ്ടെയ്മെന്റ് സോണിൽ‍ പ്തത്യക്്കകകര; മാർ‍ഗ്നിർ‍ദേഷ്്്ൽൽൽ ഇങ്ങനെ,66.66666666666666,30.37974683544304,4.854917717073234
Vila koottiyathu thiricchaticchu; kr‍natktthil‍ mdyvil‍pnyil‍ 60% itiv,വില കൂട്ടിയതു തിരിച്ചടിച്ചു; കര്‍ണാടകത്തില്‍ മദ്യവില്‍പനയില്‍ 60% ഇടിവ്,വില കൂട്ടിയത് തിരിച്ചടിചച്്്; കിആർ‍നട്ക്തതതിൽ‍ മിിൈവിൽ‍പ്നിയിൽ‍ 60% ഇറ്്്,71.42857142857143,36.61971830985916,3.9281465090051313
Umpun‍: modi velliyazhcha bmgalil; mmthykkoppm aakaashanireekshanam,ഉംപുന്‍: മോദി വെള്ളിയാഴ്ച ബംഗാളിൽ; മമതയ്ക്കൊപ്പം ആകാശനിരീക്ഷണം,ഉമപപുു‍: മോദി വെള്ളിയാഴ്ച ബിംംങിൽൽ; മ്തതതകകകോപപപ ആകാശനിരീക്ഷണം,50.0,25.806451612903224,9.554427922043669
Niynthnrekhyile ptrealingu chyna thtsppetutthunnu: inth,നിയന്ത്രണരേഖയിലെ പട്രോളിങ് ചൈന തടസപ്പെടുത്തുന്നു: ഇന്ത്യ,നിയ്ന്ത്നൃേഖ്യിലെ പ്ട്രിലിങ്് ചൈന ടിടസ്പ്പുടുത്തുന്നു: ഇന്ത്,80.0,26.31578947368421,5.372849659117708
‘korona koottkkeala’ykku pinnil chyna; yuesineyum thkrkkan nokki: tramp,‘കൊറോണ കൂട്ടക്കൊല’യ്ക്കു പിന്നിൽ ചൈന; യുഎസിനെയും തകർക്കാൻ നോക്കി: ട്രംപ്,‘കൊറോന കൂട്ട്ക്കകല’യ്ക്കു പിന്നിൽ ചൈന; യുഎസിനെയും ത്കകക്കൻ നോക്കി: ട്രാപ്്,50.0,12.32876712328767,14.772199911861211
Knttha mzha: 6 jillklil jagrthaa nirdesham; thiruvnnthpurtthu prlybheethi,കനത്ത മഴ: 6 ജില്ലകളിൽ ജാഗ്രതാ നിർദേശം; തിരുവനന്തപുരത്ത് പ്രളയഭീതി,ക്ന്തത എഴഴ: 6 ജിൽ്ക്കിൽ ജഗഗതതാത നിർദേശം; തിരുവ്ന്ന്പുർത്്് പ്ആലലീീി,75.0,35.38461538461539,3.303164318013808
Thottpplliyil aayirattholam mrngl murikkunnu; knttha prthishedhm,തോട്ടപ്പള്ളിയിൽ ആയിരത്തോളം  മരങ്ങൾ മുറിക്കുന്നു; കനത്ത പ്രതിഷേധം,തോട്ട്പ്പ്ലിയിൽ ആയിരത്തോളം മെങിൽിൽ മുറിക്കുന്നു; ക്ന്തത പൃർതിഷേ്,66.66666666666666,25.0,4.854917717073234
"Kovidu bheethiyozhiyathe thmizhkm; 5 divstthinite 3,382 pe‍rkku kovid","കോവിഡ് ഭീതിയൊഴിയാതെ തമിഴകം; 5 ദിവസത്തിനിടെ 3,382 പേ‍ർക്ക് കോവിഡ്","കോവിട് ഭീതിയൊഴിയാത ത്മിഴ്ക്; 5 ഡിവ്സ്റ്തിനിറ് 3,382 പെ‍ർക്കു കോവിഡ്",62.5,20.3125,3.655552228545124
"Umpun‍: bmgalinu 1,000 koti atiyanthara shaym prkhyapicchu‌ prdhanmnthi","ഉംപുന്‍: ബംഗാളിന് 1,000 കോടി അടിയന്തര സഹായം പ്രഖ്യാപിച്ച്‌ പ്രധാനമന്ത്രി","ഉമപപുു‍: ബിംംങലിന 1,000 കോട്ടി അടിയന്തര ഷെയ പൃഖഖയപിച്ചച‌ പപഥൻൻൻനന്്ഐ",75.0,40.27777777777778,3.303164318013808
Reepo nirakku 0.40 shthmanm kuracchu; vaypa morttoriym oagsttu 31 vare neetti,റീപോ നിരക്ക് 0.40 ശതമാനം കുറച്ചു; വായ്പ മോറട്ടോറിയം ഒാഗസ്റ്റ് 31 വരെ നീട്ടി,റീപ്പ നിരക്ക് 0.40 ഷ്ത്മാ കുറച്ചു; വയ്പ മോർട്ടോറിയ് ഓഗ്സ്റ്റു 31 വരെ നീട്ടി,45.45454545454545,18.666666666666668,12.278260149096115
Petrol bomberil pollalettu chikilsyilirunna yuvav‌ maricchu,പെട്രോൾ ബോംബേറിൽ പൊള്ളലേറ്റു ചികിൽസയിലിരുന്ന യുവാവ്‌ മരിച്ചു,പെട്രോൾ ബോംബേറിൽ പൊള്ളലേറ്റ് ചികിൽസസയയിിിരുനനന യുവാവ്‌ മരിച്ചു,33.33333333333333,8.333333333333332,12.209471671615688
Speshal treyin‍: kerltthil‍ 3 reyilve stteshanile kaundrukl thurannu,സ്പെഷൽ ട്രെയിന്‍: കേരളത്തില്‍ 3 റെയിൽവേ സ്റ്റേഷനിലെ കൗണ്ടറുകൾ തുറന്നു,സ്പേഷൽ ട്രെയിൻ‍: കേർൽതതിൽൽ‍ 3 റെയിൽവേ സ്റ്റേഷനിലെ കൌണ്ദ്രുക് തുറന്നു,50.0,18.84057971014493,14.772199911861211
