en,ml,pr,WER,CER,BLEU
Natiye peedippiccha kes: shabdarekha veendum; aarutethu ennu anveshicchu polees,നടിയെ പീഡിപ്പിച്ച കേസ്: ശബ്ദരേഖ വീണ്ടും; ആരുടേത് എന്ന് അന്വേഷിച്ച് പൊലീസ്,നാടിയെ പീഡിപ്പിച്ച കേസ്: ശബ്ദരേഖ വീണ്ടും; ആരുടേത്ത എന്ന് അന്വേഷിച്ചു പോലീസ്,44.44444444444444,5.47945205479452,31.55984539112945
Vydyuthi bord: samaram theerkkaan veendum manthithala charcchaykku saadhyatha,വൈദ്യുതി ബോർഡ്: സമരം തീർക്കാൻ വീണ്ടും മന്ത്രിതല ചർച്ചയ്ക്കു സാധ്യത,വൈദ്യുത്തി ബോർഡ്: സമരം തീർക്കാൻ വീണ്ടും മാ്ത്ഇതല ചർച്ചയ്ക്ക് സാധ്യത,37.5,9.090909090909092,36.55552228545123
Poleesalla vikasanapaddhathi natappaakkendathennu sipiai,പൊലീസല്ല വികസനപദ്ധതി നടപ്പാക്കേണ്ടതെന്ന് സിപിഐ,പോലീസല്ല വികസനപദ്ധതധി നടപ്പാക്കേണ്ടതെന്ന് സിപ്യി,75.0,10.869565217391305,8.034284189446518
Nati kes: kotathiyilninnu rahasya rekhakal chornnittillennu vichaaranakkotathi,നടി കേസ്: കോടതിയിൽനിന്നു രഹസ്യ രേഖകൾ ചോർന്നിട്ടില്ലെന്നു വിചാരണക്കോടതി,നട്് കേസ്: കോട്തതിിിൽിനനന്് രഹസ്യ രേഖകൾ ചോർന്നിട്ടില്ലെന്ന് വിചാരണക്കോടടതതി,57.14285714285714,17.142857142857142,7.7305517569394535
Karshaka ulpaadaka samghangalkku 60 laksham vare eetura‍hitha vaaypa,കർഷക ഉൽപാദക സംഘങ്ങൾക്ക് 60 ലക്ഷം വരെ ഈടുര‍ഹിത വായ്പ,കർഷക ഉൽപാാദ സംഘങ്ങൾക്ക് 60 ലക്ഷം വരെ ഈറുറ‍ഹിത വായ്പ,25.0,7.8431372549019605,38.260294162784476
Randarakkoti varisamkhya piricchu; kutumbashree maasika maathramilla,രണ്ടരക്കോടി വരിസംഖ്യ പിരിച്ചു; കുടുംബശ്രീ മാസിക മാത്രമില്ല,രണ്ടരക്കൊടിി വരിസംഖ്യ പിരിച്ചു; കുടുംബശ്രീ മാസിക മാത്രമില്ല,16.666666666666664,3.4482758620689653,75.98356856515926
"Shabarimala nata thurannu,mandalakaalamaayi; innu pularcche muthal bhaktharkku praveshanam","ശബരിമല നട തുറന്നു,മണ്ഡലകാലമായി; ഇന്നു പുലർച്ചെ മുതൽ ഭക്തർക്ക് പ്രവേശനം","ശബരിമല നാ് തുറന്നു,മണ്ഡലകാലമായി; ഇന്ന് പുലർച്ചെ മുതൽ ഭക്തർക്ക് പ്രവേശനം",25.0,4.285714285714286,38.260294162784476
Kallattharam kandupiticchappol aisakkinu muttitikkunnennu chennitthala,കള്ളത്തരം കണ്ടുപിടിച്ചപ്പോൾ ഐസക്കിന് മുട്ടിടിക്കുന്നെന്ന് ചെന്നിത്തല,കള്ലത്തരം കണ്ടുപിടിച്്പ്പോൾ ഐസക്കിന് മുട്ടിട്ക്കുന്നെന്ന ചെന്നിത്തല,60.0,5.88235294117647,6.389431042462725
Chattangal kaattil paratthi parasyabordu veliyettam; ilaktriku posttukalilulppate bordukal,ചട്ടങ്ങൾ കാറ്റിൽ പറത്തി പരസ്യബോർഡ് വേലിയേറ്റം; ഇലക്ട്രിക് പോസ്റ്റുകളിലുൾപ്പടെ ബോർഡുകൾ,ചട്ടങ്ങൾ കാട്ടിൽ പരത്തി പരസ്യബോർഡു വെലിയേറ്റം; ഇലക്ട്രിക് പോസ്റ്റുകളിലുൾപ്പടെ ബോർഡുകൾ,50.0,5.88235294117647,14.772199911861211
Bharanaghatanaa sthaapanangal pravartthikkendathu bijepi nirdeshamanusaricchalla: thomasu aisak,ഭരണഘടനാ സ്ഥാപനങ്ങൾ പ്രവർത്തിക്കേണ്ടത് ബിജെപി നിർദേശമനുസരിച്ചല്ല: തോമസ് ഐസക്,ഭരണഘടനാ സ്ഥാപനങ്ങൾ പ്രവർത്തിക്കേണ്ടത് ബിജെപി നിർദേശമനുസരിച്്ല്ല: തോമസു ഐസകക്,42.857142857142854,4.0,41.113361690051974
Lokkarile 1koti aarute? Idi vaadam amgeekaricchaal kasttamsinu thiricchati,ലോക്കറിലെ 1കോടി ആരുടെ? ഇഡി വാദം അംഗീകരിച്ചാൽ കസ്റ്റംസിനു തിരിച്ചടി,ലോക്കറിലെ 1കോട്ടി ആരുടെ? ഇടി വാദം അംഗീകരിച്ചാൾ കസ്റ്റംസിന് തിരിച്ചടിി,62.5,9.090909090909092,3.655552228545124
Kovidu vyaapana theevrathayariyaan seerolajikkal sarve; 14 jillakalilum aantibodi parishodhana,കോവിഡ് വ്യാപന തീവ്രതയറിയാൻ സീറോളജിക്കൽ സർവേ; 14 ജില്ലകളിലും ആന്റിബോഡി പരിശോധന,കോവിട് വ്യാപന തീവ്രതയറിയാണ് സീരോളജിക്കൽ സർവ്; 14 ജില്ലകളിലും ആന്റിബോടി പരിശോധന,55.55555555555556,7.792207792207792,6.030725360407769
Theerthaatakare pampayil ninnu sannidhaanatthekku katatthivitunnathu vykittu 7 vare maathram,തീർഥാടകരെ പമ്പയിൽ നിന്നു സന്നിധാനത്തേക്ക് കടത്തിവിടുന്നത് വൈകിട്ട് 7 വരെ മാത്രം,തീർതാതാടകെ പമ്പയിൽ നിന്ന് സന്നിധാനത്തേക്ക് കടത്തിവിടുനനന്് വൈകിട്ട് 7 വരെ മാത്രം,33.33333333333333,8.860759493670885,33.03164318013807
Ettumuttalinu uracchu sarkkaar; siejikku marupati cheephu sekrattari vaka,ഏറ്റുമുട്ടലിന് ഉറച്ച് സർക്കാർ; സിഎജിക്ക് മറുപടി ചീഫ് സെക്രട്ടറി വക,ഏറ്റുമുട്ടലിന് ഉറച്ചു സർക്കാർ; സിജജിക്കു മറുപതി ചീഫു സെക്രട്ടറി വക,50.0,7.575757575757576,6.985342056580097
Alante pithaavu aarempi sthaanaarthi,അലന്റെ പിതാവ് ആർഎംപി സ്ഥാനാർഥി,അലന്റെ പിതാവ് ആരേമ്ിി സ്ഥാനാർത്തി,50.0,26.666666666666668,16.990442448471224
Bineeshine innu saadhaarana sellilekku maattiyekkum,ബിനീഷിനെ ഇന്ന് സാധാരണ സെല്ലിലേക്ക് മാറ്റിയേക്കും,ബിനീഷിനെ ഇന്ന് സാധാരണ സെല്ലിലേക്ക് മാറ്റിയേക്കും,0.0,0.0,100.0
Thaddhesha sthaapana adhyakshapadavi: thutar‌samvaranam niyanthikkanam,തദ്ദേശ സ്ഥാപന അധ്യക്ഷപദവി: തുടർ‌സംവരണം നിയന്ത്രിക്കണം,തദ്ദേശ സ്ഥാപന അധ്യക്ഷപദവി: തുടർർ‌സംവരണം നിയന്ത്ഇക്കണം,40.0,5.660377358490567,26.591479484724946
Svaashraya medikkal pheesu vardhikkaam; varsham 11– 22 laksham,സ്വാശ്രയ മെഡിക്കൽ ഫീസ് വർധിക്കാം; വർഷം 11– 22 ലക്ഷം,സ്വാശ്രയ മെടിക്കൽ ഫീസ് വർധ്ധികാം; വർഷം 11– 22 ലക്ഷം,25.0,7.8431372549019605,38.260294162784476
Masaala bondinotu annu viyojicchu cheephu sekrattariyum dhana sekrattariyum,മസാല ബോണ്ടിനോട് അന്ന് വിയോജിച്ച് ചീഫ് സെക്രട്ടറിയും ധന സെക്രട്ടറിയും,മസാല ബോണ്ടിനോട് അന്നു വിയോജിച്ചു ചീഫു സെക്രട്ടറിയും ധന സെക്രട്ടറിയും,37.5,4.411764705882353,17.286039232097053
Kovid: thiranjetuppu prachaaranangalil ‌kanattha jaagratha venamennu mukhyamanthi,കോവിഡ്: തിരഞ്ഞെടുപ്പ് പ്രചാരണങ്ങളിൽ ‌കനത്ത ജാഗ്രത വേണമെന്ന് മുഖ്യമന്ത്രി,കോവിഡ്: തിരഞ്ഞെടുപ്പ് പ്രചാരണങ്ങളിൽ ‌കനത്ത ജാഗ്രത വേണമെന്ന് മുഖ്യമന്ത്ഐ,14.285714285714285,2.7777777777777777,80.91067115702212
‘vaatsaapu chaattukalil chilathu idi ozhivaakki: aavashyamanusaricchu kathakal menayunnu’,‘വാട്സാപ് ചാറ്റുകളിൽ ചിലത് ഇഡി ഒഴിവാക്കി: ആവശ്യമനുസരിച്ചു കഥകൾ മെനയുന്നു’,‘വാട്സാപ് ചാറ്റുകളിൽ ചിലത് ഇടി ഒഴിവാക്കി: ആവശ്യമനുസരിച്്് കഥകൾ മെനയുന്നു’,25.0,4.10958904109589,18.092176081223304
Kiphbikkulla atiyum sunilraaju vaka,കിഫ്ബിക്കുള്ള അടിയും സുനിൽരാജ് വക,കിഫ്ബിക്കുള്ള അട്യും സുനിൽരരജജ വക,50.0,9.090909090909092,9.554427922043669
2710 perkku kooti kovid,2710 പേർക്കു കൂടി കോവിഡ്,2710 പേർക്കു കൂടിട കോവിഡ്,25.0,4.166666666666666,18.80301546543197
Pravartthanam thutangiyittu randu varsham; odittu poortthiyaakkaathe kiyaal,പ്രവർത്തനം തുടങ്ങിയിട്ട് രണ്ടു വർഷം; ഓഡിറ്റ് പൂർത്തിയാക്കാതെ കിയാൽ,പ്രവർത്തനം തുടങ്ങിയിട്ട് രണ്ടു വർഷം; ഒടിറ്റ് പൂർത്തിയാക്കാതെ കിയാൽ,14.285714285714285,3.0303030303030303,48.8923022434901
Manthi aisakkinethire avakaasha lamghana nottis,മന്ത്രി ഐസക്കിനെതിരെ അവകാശ ലംഘന നോട്ടിസ്,മാ്ത്ഐ ഐസക്കിനെതിരെ അവകാശ ലംഘന നോട്ടിസ്,20.0,7.5,66.8740304976422
Adhyaksha samvaranam 50% kaviyaruthu; 33 shathamaanatthil kurayaruth,അധ്യക്ഷ സംവരണം 50% കവിയരുത്; 33 ശതമാനത്തിൽ കുറയരുത്,അധ്യക്ഷ സംവരണം 50% കവിയരുത്; 33 ശതമാനത്തിൽ കുറയരുത്,0.0,0.0,100.0
Kothamamgalam pallikkes: appee‍l innu pariganikkum,കോതമംഗലം പള്ളിക്കേസ്: അപ്പീ‍ൽ ഇന്നു പരിഗണിക്കും,കോതമംഗലം പള്ളിക്കേസ്: അപ്പീ‍ൽ ഇന്ന് പരിഗണിക്കും,20.0,2.127659574468085,28.574404296988
Abhaya kes: sibiai kotathiyute nerittulla vichaarana innu kooti,അഭയ കേസ്: സിബിഐ കോടതിയുടെ നേരിട്ടുള്ള വിചാരണ ഇന്നു കൂടി,അഭയ കേസ്: സിബിയൈ കോട്തതതയയടടട നേരിട്ടുള്ള വിചാരണ ഇന്ന് കൂടിട,50.0,18.181818181818183,8.307018474412793
Mullapperiyaaril puthiya anakkettu: vivarashekharanam thutangi,മുല്ലപ്പെരിയാറിൽ പുതിയ അണക്കെട്ട്: വിവരശേഖരണം തുടങ്ങി,മുല്ലപ്പെരിയാറിൽ പുതിയ അണക്കെട്ട്: വിവരശേഖരണം തുടങ്ങി,0.0,0.0,100.0
Poleesu konsttabil thiranjetuppu poortthiyaakkaan pies‌si; abhimukham ee maasam,പൊലീസ് കോൺസ്റ്റബിൾ തിരഞ്ഞെടുപ്പ് പൂർത്തിയാക്കാൻ പിഎസ്‌സി; അഭിമുഖം ഈ മാസം,പോലീസ് കോൺസ്റ്റബിൽ തിരഞ്ഞെടുപ്പ് പൂർത്തിയാക്കാൻ പീസ്്‌സി; അഭിമുഖം ഈ മാസം,37.5,6.944444444444445,17.286039232097053
Kovid: sektar majistrettumaarute sevanam avasaanippicchu,കോവിഡ്: സെക്ടർ മജിസ്ട്രേട്ടുമാരുടെ സേവനം അവസാനിപ്പിച്ചു,കോവിഡ്: സെക്ടർ മജിസ്ട്രേറ്റുമാരുടെ സേവനം അവസാനിപ്പിച്ചു,20.0,3.6363636363636362,16.068568378893033
Shreenaaraayana guru bhaarathatthinte aadhyaathmika chythanyam: modi,ശ്രീനാരായണ ഗുരു ഭാരതത്തിന്റെ ആധ്യാത്മിക ചൈതന്യം: മോദി,ശ്രീനാരായണ ഗുരു ഭാരതത്തിന്റെ ആദ്യ്യ്മ്മ ച്തതന്യം: മോദി,33.33333333333333,13.20754716981132,21.711852081087684
Gujaraatthu bharanamaathruka padtikkaan cheephu sekrattari avitekku; vivaadam,ഗുജറാത്ത് ഭരണമാതൃക പഠിക്കാൻ ചീഫ് സെക്രട്ടറി അവിടേക്ക്; വിവാദം,ഗുജറാത്ത് ഭരണമാതൃക പദ്തിക്കാൻാ ചീഫു സെക്രട്ടറി അവിടെക്ക്; വിവാദം,42.857142857142854,9.836065573770492,8.307018474412793
Phayal neekkam vegatthilaakkaan natapati: parishodhana randu thattil maathram,ഫയൽ നീക്കം വേഗത്തിലാക്കാൻ നടപടി: പരിശോധന രണ്ടു തട്ടിൽ മാത്രം,ഫയൽ നീക്കം വേഗത്തിലാക്കാൻ നടതപത: പരിശോധന രണ്ടു തട്ടിൽ മാത്രം,12.5,5.0,50.0
"Silvarlyn samvaadam innu: anukoolikkaan 3 per, ethirkkaan oraal maathram","സിൽവർലൈൻ സംവാദം ഇന്ന്: അനുകൂലിക്കാൻ 3 പേർ, എതിർക്കാൻ ഒരാൾ മാത്രം","സിൽവർളിി സംവാദം ഇന്ന്: അനുകൂലിക്കാൻ 3 പേർ, എതിർക്കാൻ ഒരാൾ മാത്രം",11.11111111111111,4.6875,86.33400213704505
Keralavum indhananikuthi kuraykkanam: modi,കേരളവും ഇന്ധനനികുതി കുറയ്ക്കണം: മോദി,കേരളവും ഇന്ധനനികുതി കുറയ്ക്കണം: മോദി,0.0,0.0,100.0
Veendum maask: dharicchillenkil pizha; svakaarya vaahanangalilum nirbandham,വീണ്ടും മാസ്ക്: ധരിച്ചില്ലെങ്കിൽ പിഴ; സ്വകാര്യ വാഹനങ്ങളിലും നിർബന്ധം,വീണ്ടും മാസ്ക്: ധരിച്ചില്ലെങ്കിൽ് പിഴ; സ്വകാര്യ വാഹനങ്ങളിലും നിർബന്ധം,14.285714285714285,1.4705882352941175,48.8923022434901
Deerghakaala vilakal krushi cheyyunna bhoomi ‘vana’malla,ദീർഘകാല വിളകൾ കൃഷി ചെയ്യുന്ന ഭൂമി ‘വന’മല്ല,ദീർഘകാല വിളകൾ കൃഷി ചെയ്യുന്ന ഭൂമി ‘വന’മല്ല,0.0,0.0,100.0
Sipiem abhayam aavashyamilla: ke.Vi. Thomas,സിപിഎം അഭയം ആവശ്യമില്ല: കെ.വി. തോമസ്,സിപ്ംം അഭയം ആവശ്യമില്ല: കേ.വി. തോമസ്,40.0,8.333333333333332,12.574334296829354
Poleesu pinthutarnna yuvaavu ‌vazhivakkil mariccha nilayil,പൊലീസ് പിന്തുടർന്ന യുവാവ് ‌വഴിവക്കിൽ മരിച്ച നിലയിൽ,പോലീസ് പിന്തുടർ്്ന യുവാവു ‌വഴിവക്കിൽ മരിച്ച നിലയിൽ,50.0,6.0,20.205155046766237
Natiye aakramiccha kes: vydikante mozhiyetutthu,നടിയെ ആക്രമിച്ച കേസ്: വൈദികന്റെ മൊഴിയെടുത്തു,നാടിയെ ആക്രമിച്ച കേസ്: വിദികന്റെ മൊഴിയെടുത്ത്,60.0,6.8181818181818175,11.362193664674995
Apakatatthil parukkettu chikithsayilirikke baanku jeevanakkaari maricchu,അപകടത്തിൽ പരുക്കേറ്റ് ചികിത്സയിലിരിക്കെ ബാങ്ക് ജീവനക്കാരി മരിച്ചു,അപകടത്തിൽ പരുക്കേറ്റ് ചികിത്സയിലിരിക്കെ ബാങ്ക് ജീവനക്കാരി മരിച്ചു,0.0,0.0,100.0
Vyaaja chikithsa thatayaan sittisan aap,വ്യാജ ചികിത്സ തടയാൻ സിറ്റിസൻ ആപ്,വ്യാജ ചികിത്സ തടയാണ സിറ്റിസൻ ആപ്,20.0,3.125,16.068568378893033
Joli thatasappetutthiyavare ethenkilum poleesu ummavacchittundo: kaanam,ജോലി തടസ്സപ്പെടുത്തിയവരെ ഏതെങ്കിലും പൊലീസ് ഉമ്മവച്ചിട്ടുണ്ടോ: കാനം,ജോലി തടസപ്പെടുത്തിയവരെ ഇതെങ്കിലും പോലീസ് ഉമ്മവച്ചിട്ടുണ്ടോ: കാണം,66.66666666666666,7.575757575757576,4.854917717073234
Paadtapusthaka vitharanam thutangi,പാഠപുസ്തക വിതരണം തുടങ്ങി,പാദ്ടപപുു്തക വിതരണം തുടങ്ങി,33.33333333333333,20.833333333333336,24.028114141347544
Svarnakkatatthu kes: shaabin arasttil,സ്വർണക്കടത്ത് കേസ്: ഷാബിൻ അറസ്റ്റിൽ,സ്വർണക്കടത്ത് കേസ്: ഷാബിൻ അറസ്റ്റിൽ,0.0,0.0,100.0
Gujaraatthile skool maathruka pinthutaraan keralam,ഗുജറാത്തിലെ സ്കൂൾ മാതൃക പിന്തുടരാൻ കേരളം,ഗുജറാത്തിലെ സ്കൂൾ മാതൃക പിന്തുടരാൻ കേരളം,0.0,0.0,100.0
Paadtapusthaka vitharanacchumathala kutumbashreekku,പാഠപുസ്തക വിതരണച്ചുമതല കുടുംബശ്രീക്ക്,പാദ്ടപപുു്തക വിതരണച്ചുമതല കുടുംബശ്രീക്ക്,33.33333333333333,13.513513513513514,24.028114141347544
Keralavum mattullavaril ninnu padtikkanam; vikasanatthil raashtreeyam venda: nithi aayogu siio,കേരളവും മറ്റുള്ളവരിൽ നിന്ന് പഠിക്കണം; വികസനത്തിൽ രാഷ്ട്രീയം വേണ്ട: നിതി ആയോഗ് സിഇഒ,കേരളവും മറ്റുള്ളവരിൽ നിന്ന് പദ്തികിക്ംം; വികസനത്തിൽ രാഷ്ട്രീയം വേണ്ട: നിതി ആയോഗു സിയോ,30.0,10.975609756097562,37.99178428257963
Silvarlyn keralatthe randaayi murikkum: i.Shreedharan,സിൽവർലൈൻ കേരളത്തെ രണ്ടായി മുറിക്കും: ഇ.ശ്രീധരൻ,സിൽവർളിി കേരളത്തെ രണ്ടായി മുറിക്കും: ഐ.ശ്രീധരൻ,40.0,8.695652173913043,26.591479484724946
Thiricchetthi; prasarippote aantani ‘anjjana’tthil,തിരിച്ചെത്തി; പ്രസരിപ്പോടെ ആന്റണി ‘അഞ്ജന’ത്തിൽ,തിരിച്ചെത്തി; പ്രസരിപ്പോടെ ആന്റണി ‘അജ്ജന’ത്തിൽ,25.0,2.1739130434782608,39.76353643835253
Kottayam vazhi meyu 6 muthal 28 vare treyin niyanthnam,കോട്ടയം വഴി മേയ് 6 മുതൽ 28 വരെ ട്രെയിൻ നിയന്ത്രണം,കോട്ടയം വഴി മേയു 6 മുതൽ 28 വരെ ട്രെയിൻ നിയന്ത്നം,22.22222222222222,6.122448979591836,51.334504804017044
Skoottaril sancharikkave ‌yuvathiye vettiveezhtthi; uttabandhu pitiyil,സ്കൂട്ടറിൽ സഞ്ചരിക്കവെ ‌യുവതിയെ വെട്ടിവീഴ്ത്തി; ഉറ്റബന്ധു പിടിയിൽ,സ്കൂട്ടറിൽ സഞ്ചരിക്കവേ ‌യുവതിയെ വെട്ടിവീഴ്ത്തി; ഉറ്റബന്ധു പിട്യിൽ,33.33333333333333,3.076923076923077,21.711852081087684
Thalarnnu kitakkunna bhartthaavu; manthi vaasavan itapettu japthi thatanju,തളർന്നു കിടക്കുന്ന ഭർത്താവ്; മന്ത്രി വാസവൻ ഇടപെട്ട് ജപ്തി തടഞ്ഞു,തളർന്നു കിട്കകകു്നന ഭർത്താവ്; മാ്ത്ഐ വാസവൻ ഇത്പെടടട് ജാ്തത തടഞ്ഞു,50.0,18.75,3.9281465090051313
"Trashari niyanthnam katametuppu vykunnathinaal; atuttha maasam 5,000 koti katametukkum","ട്രഷറി നിയന്ത്രണം കടമെടുപ്പ് വൈകുന്നതിനാൽ; അടുത്ത മാസം 5,000 കോടി കടമെടുക്കും","ട്രശാി നിയന്ത്നം കടട്ടട്്്്്് വൈകുനുനതിനാാൽ; അടുത്ത മാസം 5,000 കോട്ടി കാടമടട്കകകും",66.66666666666666,24.675324675324674,11.868405219520975
Vydyuthi bhavan valayal: panketutthavare kandetthaan 9 amga samithi,വൈദ്യുതി ഭവൻ വളയൽ: പങ്കെടുത്തവരെ കണ്ടെത്താൻ 9 അംഗ സമിതി,വൈദ്യുത്തി ഭവവ വലയൽ: പങ്കെടുത്തവരെ കണ്ടെത്താണ 9 അംഗ സമിതി,50.0,9.090909090909092,14.772199911861211
Paristhithi lola pradesham: janavaasa mekhalakale ozhivaakkanamennu veendum shupaarsha,പരിസ്ഥിതി ലോല പ്രദേശം: ജനവാസ മേഖലകളെ ഒഴിവാക്കണമെന്നു വീണ്ടും ശുപാർശ,പരിസ്ഥിതി ലോള പ്രദേശം: ജനവാസ മേഖലകളെ ഒഴിവാക്കണമെന്നു വീണ്ടും ശുപാർശ,12.5,1.4925373134328357,70.71067811865474
Bhakthiyute bhasmakkuri chaartthi va‍rushchikappulariyil darshanam,ഭക്തിയുടെ ഭസ്മക്കുറി ചാർത്തി വ‍ൃശ്ചികപ്പുലരിയിൽ ദർശനം,ഭക്തിയുടെ ഭസ്മക്കുറി ചാർത്തി വ‍രുശ്ചികപ്പുലരിയില് ദർശണം,40.0,9.433962264150944,26.591479484724946
Kanyaasthrikalkkethire vidiyo: natapatikku hykkotathi nirdesham,കന്യാസ്ത്രികൾക്കെതിരെ വിഡിയോ: നടപടിക്കു ഹൈക്കോടതി നിർദേശം,കന്യാസ്ത്രകകകകകെിിെ വിടിയോ: നടതതിക്ക് ഹൈക്കോടതടതിി നിർദേശം,80.0,21.052631578947366,5.372849659117708
Keezhatangaan paddhathiyittu; shivashankarinte phon vanna shesham theerumaanam maatti: meaazhi,കീഴടങ്ങാൻ പദ്ധതിയിട്ടു; ശിവശങ്കറിന്റെ ഫോൺ വന്ന ശേഷം തീരുമാനം മാറ്റി: മൊഴി,കീഴട്്ങാൻ പദ്ധതിിിട്ടു; ശിവശങ്കറിന്റെ ഫോൺ വന്ന ശേഷം തീരുമാനം മാറ്റി: മോആഴി,33.33333333333333,5.405405405405405,58.739490946992134
Durithakkayatthil ninnu karakayaraan karunatheti jishamol,ദുരിതക്കയത്തിൽ നിന്ന് കരകയറാൻ കരുണതേടി ജിഷമോൾ,ദുരിതക്കയത്തിൽ നിന്ന് കരകയറാണ് കരുണത്തേറിി ജിഷമോൾ,40.0,13.333333333333334,12.574334296829354
Kerala vaazhsittiyil chilarute viramikkal praayam koottunnu,കേരള വാഴ്സിറ്റിയിൽ ചിലരുടെ വിരമിക്കൽ പ്രായം കൂട്ടുന്നു,കേരള വാഴ്സിറ്റിയിൽ ചിലരുടെ വിരമിക്കൽ പ്രായം കൂട്ടുന്നു,0.0,0.0,100.0
‘svarnakkatatthineppatti ariyaamennaanu mozhi; shivashankar sahaayicchathaayi eviteyum parayunnilla’,‘സ്വർണക്കടത്തിനെപ്പറ്റി അറിയാമെന്നാണ് മൊഴി; ശിവശങ്കർ സഹായിച്ചതായി എവിടെയും പറയുന്നില്ല’,‘സ്വർണക്കടതതതിനെപപപപറററ അറിയാമെന്നാണ് മൊഴി; ശിവശങ്കർ സഹായിച്ചതായയി എവിറെയും പറയുന്നില്ല’,42.857142857142854,8.045977011494253,17.56720523942792
Thutar sthalammaattam: nivedanam theerppaakkanamennu kotathi,തുടർ സ്ഥലംമാറ്റം: നിവേദനം തീർപ്പാക്കണമെന്നു കോടതി,തുടർർ സ്ഥലം്മാ്റം: നിവേദനം തീർപ്പാക്കണമെന്ന് കോട്തതത,80.0,14.285714285714285,5.372849659117708
Kaattupannikale kollaanulla anumathi neettum,കാട്ടുപന്നികളെ കൊല്ലാനുള്ള അനുമതി നീട്ടും,കാട്ടുപന്ണികളെ കൊള്ളാനുള്ള അനുമതി നീട്ടും,50.0,7.317073170731707,16.990442448471224
"Kiphbi: anthimaripporttu ennu sammathicchu aisaku, gooddaalochanayennu veendum","കിഫ്ബി: അന്തിമറിപ്പോർട്ട് എന്നു സമ്മതിച്ച് ഐസക്, ഗൂഢാലോചനയെന്ന് വീണ്ടും","കിഫ്ബി: അന്തിമറിപ്പോർട്ട് എന്ന് സമ്മതിച്ച് ഐസകക, ഗൂദ്ദാലോചനയെന്ന് വീണ്ടും",42.857142857142854,7.042253521126761,8.307018474412793
Thaddhesha seettu vibhajanam: tharkkangalundenkilum ulayaathe munnani bandhangal,തദ്ദേശ സീറ്റ് വിഭജനം: തർക്കങ്ങളുണ്ടെങ്കിലും ഉലയാതെ മുന്നണി ബന്ധങ്ങൾ,തദ്ദേശ സീറ്റു വിഭജനം: തർക്കങ്ങളുണ്ടെങ്കലലലു ഉലയാതെ മുന്നണി ബന്ധങ്ങൾ,28.57142857142857,5.970149253731343,18.5750579991336
Admin attaasheye yueiyil chodyam ‌cheyyaan thatasamilla,അഡ്മിൻ അറ്റാഷെയെ യുഎഇയിൽ ചോദ്യം ‌ചെയ്യാൻ തടസ്സമില്ല,അഡ്മിൻ അറ്റാഷേയെ യൂയയയിൽ ചോദ്യം ‌ചെയ്യാൻ തടാമില്ല,50.0,13.725490196078432,9.554427922043669
Javaan ram 3 baacchinte vilpana maravippicchu,ജവാൻ റം 3 ബാച്ചിന്റെ വിൽപന മരവിപ്പിച്ചു,ജാാൻ റാം 3 ബാച്ചിന്റെ വിലപനന മരവിപ്പിച്ചു,50.0,10.256410256410255,9.554427922043669
Bileevezhsu charcchu adhyakshanu aiti nottis,ബിലീവേഴ്സ് ചർച്ച് അധ്യക്ഷന് ഐടി നോട്ടിസ്,ബിലീവേഴ്സ് ചർച്ച് അധ്യക്ഷന് ഐറ് നോട്ടിസ്,20.0,5.0,28.574404296988
Randila maravippicchu; josinu tebil phaan; josaphinu chenda,രണ്ടില മരവിപ്പിച്ചു; ജോസിന് ടേബിൾ ഫാൻ; ജോസഫിന് ചെണ്ട,രണ്ടില മരവിപ്പിച്ചു; ജോസിന് തെബിൽ ഫാൻ; ജോസഫിന് ചെണ്ട,14.285714285714285,5.769230769230769,27.4941620352113
Bineeshu ensibi kasttadiyil,ബിനീഷ് എൻസിബി കസ്റ്റഡിയിൽ,ബിനീഷു എൻസിബി കസ്റ്റഡിയിൽ,33.33333333333333,4.0,24.028114141347544
‘shivashankarinte durmukham kaanaathirikkaan venugopaal svapnaykku vendi lokkar thurannu’,‘ശിവശങ്കറിന്റെ ദുർമുഖം കാണാതിരിക്കാൻ വേണുഗോപാൽ സ്വപ്നയ്ക്കു വേണ്ടി ലോക്കർ തുറന്നു’,‘ശിവശങ്കറിന്റെ ദുർമുഖം കാണാതിരിക്കാൻ വേണുഗോപാൽ സ്വപ്നയ്ക്ക് വേണ്ടി ലോക്കാ തുറന്നു’,25.0,2.4390243902439024,38.260294162784476
Thaddhesha adhyakshasthaana samvaranam: thiranjetuppu kammishan vishamatthil,തദ്ദേശ അധ്യക്ഷസ്ഥാന സംവരണം: തിരഞ്ഞെടുപ്പ് കമ്മിഷൻ വിഷമത്തിൽ,തദ്ദേശ അധ്യക്ഷസ്ഥാന സംവരണം: തിരഞ്ഞെടുപ്പ് കമ്മിഷൻ വിഷമത്തിൽ,0.0,0.0,100.0
Keeesu pareekshaa kramakket: vishadeekarikkaan samayam neetti,കെഎഎസ് പരീക്ഷാ ക്രമക്കേട്: വിശദീകരിക്കാൻ സമയം നീട്ടി,കീസസ് പരീക്ഷാ ക്രമക്കേട്്: വിശദീകരിക്കാൻ സമയം നീട്ടി,33.33333333333333,7.6923076923076925,21.711852081087684
